Title;Excerpt;Tags;Team;Project-URL
Berliner Stadtnatur series;With the boxes from the Berliner Stadtnatur series, Berliners can make their way to the parks and green spaces of the capital to find out more about the urban biodiversity. Each box focuses on a different species. In addition to interesting information, we also want to give practical tips on how and;SP3 Society and Nature, Social Innovation Unit;Ulrike Sturm, Martin Tscholl;https://www.museumfuernaturkunde.berlin/en/research/berliner-stadtnatur-series
Evaluation of elementary school students understanding of evolution.;This European Study of Eurositizen.eu aims to understand how elementary school students think regarding evolution of living beings.;SP3 Society and Nature, Exhibition, Social Innovation Unit, Research, Knowledge Transfer, Society, Evolution;Dr. Alexandra Moormann;https://www.museumfuernaturkunde.berlin/en/science/evaluation-of-elementary-school-students-understanding-of-evolution.
Collection discovery;With the Future Plan, the museum drives the sustainable development and disclosure of its collection forward and provides innovative use.;SP2 Collection Future, Research, Research Infrastructure, Transfer, Collections Management, Politics, Collection, Society, Digitalization;Dr. Mareike Petersen, Dr. Frederik Berger, Dr. Anke Hoffmann;https://www.museumfuernaturkunde.berlin/en/research/collection-discovery
E²MeVa – Attitude towards Evolution – Measurements and Validity of Outcomes;In this study on the acceptance  of evolution, various subjects such as museum visitors, school children, and student teachers are surveyed using different international measuring instruments.;SP3 Society and Nature, Exhibition, Social Innovation Unit, Research, Knowledge Transfer, Society, Evolution;Dr. Alexandra Moormann;https://www.museumfuernaturkunde.berlin/en/science/e2meva-attitude-towards-evolution-measurements-and-validity-outcomes
Data Portal;The data portal of the Museum für Naturkunde Berlin provides access to the digitised collection objects. It is in continuous development and will gradually be filled with further entries.;SP2 Collection Future, Research Infrastructure, Open Museum, Collections Management, Collection, Digitalization;Jens Dobberthin, Jasper Funk-Smit, Alexander Buhl;https://www.museumfuernaturkunde.berlin/en/research/data-portal
National Research Data Infrastructure;The Museum für Naturkunde Berlin plays a leading role in sustainable national and international scientific networking. It contributes its competencies to how data can be opened up, linked and made accessible in an innovative way.;SP2 Collection Future, Research, Collection, Biodiversity, Open Science, Society, Cultural Heritage;Dr. Jana Hoffmann, Dr. Christian Bölling, Dr. Frederik Berger, Falko Glöckler, Dr. David Lazarus, Prof. Dr. Tahani Nadim, Dr. Christian Bölling;https://www.museumfuernaturkunde.berlin/en/research/national-research-data-infrastructure
Rocky Pasts?;Natural history collections are primarily comprised of object acquired through donation. The mineral and petrograph collection at the Museum für Naturkunde is no exception and was granted several private collections in the first decades of its establishment.;SP2 Collection Future, Research, Politics, Collection;Dr. Ina Heumann, Dr. Angela Strauß, N.N.;https://www.museumfuernaturkunde.berlin/en/research/rocky-pasts
Digitizing Collections, Prototyping Publics;What might be the potential role of publics within the current digitisation project of the MFN collections?;SP2 Collection Future, Database, Research Data Management, Collection, Digitalization;;https://www.museumfuernaturkunde.berlin/en/research/digitizing-collections-prototyping-publics
Changing Natures. Collecting the Anthropocene Together;Our collection experiment started: Contribute your object and your story at Changing-Natures.org and be part of the collection!;SP3 Society and Nature, Social Innovation Unit, Transfer, Collection, Citizen Science, Society, Digitalization;Elisabeth Heyne, Ulrike Sturm, Paula Sommerer, Julia Tovote;https://www.museumfuernaturkunde.berlin/en/research/changing-natures.-collecting-anthropocene-together
Images of Nature;"The contributions in the series ""Images of Nature"" provide insights into the image collections of the Historical Division.";SP3 Society and Nature, Research, Knowledge Transfer, Science Communication, Collection;Sophia Gräfe;https://www.museumfuernaturkunde.berlin/en/research/images-nature
Lecture series: Animals as objects?;This interdisciplinary and international lecture series examines the role of animals in institutional and infrastructural arrangements, past and present.;SP2 Collection Future, Research, Knowledge Transfer;Mareike Vennen;https://www.museumfuernaturkunde.berlin/en/research/lecture-series-animals-objects
Cliff If Felsen;Cliff if Felsen is a poetry project that explores the poetics and politics of the natural history specimen. It centres around the birds that zoologist Ernst Schäfer and American naturalist Brooke Dolan II collected during their second expedition to Tibet…;SP2 Collection Future, Politics, Knowledge Transfer, Science Communication, Collection, Society;;https://www.museumfuernaturkunde.berlin/en/research/cliff-if-felsen
The Trained Animal;Until today, the popularity of Animal Training since the mid-19th century continues. People are fascinated by the narrative behind this subject …;SP2 Collection Future, Research, Politics, Society;;https://www.museumfuernaturkunde.berlin/en/research/trained-animal
The image collection of Georg August Zenker in the Historical Division;The image collection of Georg August Zenker in the Historical Division;SP2 Collection Future, Research, Research Infrastructure, Collection, Cultural Heritage;;https://www.museumfuernaturkunde.berlin/en/research/image-collection-georg-august-zenker-historical-division
Nature’s Registry;When the Berlin Zoological Museum was establishes in 1810, the collection of specimens just barely managed to fill four rooms in the eastern wing of the city’s new university. By 1820, hundreds of specimens were flowing into the museum’s collection…;SP2 Collection Future, Research, Research Infrastructure, Collections Management, Research Data Management, Collection;;https://www.museumfuernaturkunde.berlin/en/research/natures-registry
Culture as an evolutionary force: Does song learning accelerate speciation in a bat ring species?;Greater sac-winged bats sing in different dialects. Researchers investigate whether these culturally transmitted singing dialects have an effect on species formation.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Morphology, Mammals, Protection of Species, Evolution;Prof. Dr. Mirjam Knörnschild;https://www.museumfuernaturkunde.berlin/en/research/culture-evolutionary-force-does-song-learning-accelerate-speciation-a-bat-ring-species
The estate of Rudolf Mell in the Historical Division;Einer der sich in den Historischen Bild- und Schriftgutsammlungen des Museums befindlichen Nachlässe ist der von Rudolf Mell:;SP2 Collection Future, Research, Research Infrastructure, Collection, Cultural Heritage;;https://www.museumfuernaturkunde.berlin/en/research/estate-rudolf-mell-historical-division
The object collection of the Historical Divison;The following object collections can be found in the archive:;SP2 Collection Future, Research, Research Infrastructure, Collection, Cultural Heritage;;https://www.museumfuernaturkunde.berlin/en/research/object-collection-historical-divison
Image Collections;The following document collections can be found in the archive:;SP2 Collection Future, Research, Research Infrastructure, Collection, Cultural Heritage;;https://www.museumfuernaturkunde.berlin/en/research/image-collections
Document collections;The following document collections can be found in the archive:;SP2 Collection Future, Research, Research Infrastructure, Collection, Cultural Heritage;;https://www.museumfuernaturkunde.berlin/en/research/document-collections
Estate collection;Estates of the following persons can be found in the Historical Image and Document Collections:;SP2 Collection Future, Research, Research Infrastructure, Collection, Cultural Heritage;;https://www.museumfuernaturkunde.berlin/en/research/estate-collection
Records collection – Thematic Overview;The archive's records holdings include (among other things) administrative files, correspondence, documents on staff matters, acquisition of collections and collecting expeditions from the following periods and areas of the museum:;SP2 Collection Future, Research, Research Infrastructure, Collection, Cultural Heritage;;https://www.museumfuernaturkunde.berlin/en/research/records-collection-thematic-overview
Records collection - Chronological Overview;The archive's records holdings include (among other things) administrative files, correspondence, documents on staff matters, acquisition of collections and collecting expeditions from the following periods and areas of the museum:;SP2 Collection Future, Research, Research Infrastructure, Collection, Cultural Heritage;;https://www.museumfuernaturkunde.berlin/en/research/records-collection-chronological-overview
Records collection;"Holding Identifier: S
Archive > records holdings
The records holdings of the archive include (among other things) administrative files, correspondence, documents on staff matters, acquisition of collections, and collecting expeditions since 1810.";SP2 Collection Future, Research, Research Infrastructure, Collection, Cultural Heritage;;https://www.museumfuernaturkunde.berlin/en/research/records-collection
Knowing and Caring for Biodiversity;How do the entanglements of humans, non-humans, and technologies produce specific modes of knowing about environments?;SP2 Collection Future, Research, Transfer, Biodiversity, Citizen Science, Society;;https://www.museumfuernaturkunde.berlin/en/research/knowing-and-caring-biodiversity
Amber forests;Amber as a window to the past: Plant fossils enclosed in amber can be used to reconstruct past vegetation.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Collection, Evolution;Simon Beurel, Dr. Eva-Maria Sadowski;https://www.museumfuernaturkunde.berlin/en/research/amber-forests
Günter Tembrock and the Red Foxes;"The path seemed to be paved for an ambitious research project, when Günter Tembrock received the approval of the German Academy of Sciences at Berlin in 1948 for establishing a new ""Research Centre for Animal Psychology"".";SP2 Collection Future, Research, Mammals, Collection;Sophia Gräfe;https://www.museumfuernaturkunde.berlin/en/research/gunter-tembrock-and-red-foxes
Automated Multisensor Station for Monitoring of Species Diversity (AMMOD);Tracking biodiversity locally over long periods of time requires a great deal of effort. Microphones and computers could relieve researchers of field work.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Biodiversity;Karl-Heinz Frommolt, Dr. Olaf Jahn, Benjamin Werner, Hakan Dogan, Dr. Karl-Heinz Frommolt;https://www.museumfuernaturkunde.berlin/en/research/automated-multisensor-station-monitoring-species-diversity-ammod
Eavesdropping on biodiversity loss;Acoustic recording of animal species in a given area is costly. A sensor system co-developed at the Museum für Naturkunde Berlin can provide reliable data quickly and cost-effectively.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Research Infrastructure, Transfer, Knowledge Transfer, Protection of Species, Biodiversity;Dr. Karl-Heinz Frommolt;https://www.museumfuernaturkunde.berlin/en/research/eavesdropping-biodiversity-loss
Science, together;Citizens are invited to actively participate in scientific research. In a European project, the Museum für Naturkunde Berlin collaborated with partner institutions and Citizen Scientists.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Open Museum, Knowledge Transfer, Science Communication, Citizen Science, Society, Cooperation;;https://www.museumfuernaturkunde.berlin/en/research/science-together
Crater chronology;Researchers from the Museum für Naturkunde Berlin reconstruct the evolutionary history of the planets of the solar system from traces on their surfaces.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research;Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/en/research/crater-chronology
Protocols of a mass extinction;At the end of the Permian, a large part of Earth's biodiversity disappeared. Researchers from the Museum für Naturkunde Berlin are investigating previously unexplored sites for fossils from this time interval.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Extinction of Species, Fossils, Climate Change;Dr. Dieter Korn;https://www.museumfuernaturkunde.berlin/en/research/protocols-a-mass-extinction
Citizen Science “for our environment”;The Federal Environment Agency examined the costs and benefits of Citizen Science in research projects. The Museum für Naturkunde Berlin provided input.;SP3 Society and Nature, Social Innovation Unit, Research, Politics, Knowledge Transfer, Citizen Science, Society;;https://www.museumfuernaturkunde.berlin/en/research/citizen-science-our-environment
The leaves of the Cretaceous;For a long time only comparatively few representatives of monocotyledonous plants from the Cretaceous period were known. A cabinet in Berlin contained new evidence of the earlier diversity.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Biodiversity, Fossils;;https://www.museumfuernaturkunde.berlin/en/research/leaves-cretaceous
Searching for rainforests in Gondwana;Fossils of typical rainforest plants are older than they are supposed to be according to the theory of the emergence of modern tropical rainforests. A researcher from the Museum für Naturkunde Berlin traces back their origin.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Fossils, Earth Sciences;;https://www.museumfuernaturkunde.berlin/en/research/searching-rainforests-gondwana
The barnacles of Eastern Indonesia;About 120 years ago, zoologists from the Netherlands investigated barnacles of Eastern Indonesian islands. A researcher from the Museum für Naturkunde Berlin follows their tracks.;Centre for Integrative Biodiversity Discovery, Research, Morphology, Collection, Biodiversity, Cooperation;Dr. Kristina von Rintelen;https://www.museumfuernaturkunde.berlin/en/research/barnacles-eastern-indonesia
Without legs through the ground;Not much was known so far about the still little researched amphisbaenians. Researchers at the Museum für Naturkunde Berlin get to the bottom of their development history.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Evolution, Genetics;Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/en/research/without-legs-through-ground
Selection at work;Adaptation to a new environment can quickly re-shape entire populations. Researchers at the Museum für Naturkunde Berlin are investigating what traces this leaves in the genome.;SP1 Dynamics of Nature, Research, Genomics, Evolution, Genetics;;https://www.museumfuernaturkunde.berlin/en/research/selection-work
Arms Races and trench warfare between host and parasite;Genetic warfare: In their continuous conflict and coevolution, parasites and their host organisms go through phases that leave traces in their genomes.;SP1 Dynamics of Nature, Research, Genomics;;https://www.museumfuernaturkunde.berlin/en/research/arms-races-and-trench-warfare-between-host-and-parasite
Development of the sound repertoire of a babbling bat;Bats are known for their ability to locate prey with calls, not so much for complex songs. Field observations show how juveniles learn to vocalize.;Evolutionary Diversity Dynamics, Research, Mammals, Evolution;;https://www.museumfuernaturkunde.berlin/en/research/development-sound-repertoire-a-babbling-bat
Dicraeosaurus: The story of “M” and “m”;Palaeontologists discovered Dicraeosaurus over 100 years ago, but questions about these sauropod dinosaurs remain. Researchers at the Museum für Naturkunde Berlin investigate the most complete skeleton find;Evolutionary Morphology, Research, Morphology, Evolution, Fossils;Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/en/research/dicraeosaurus-story-m-and-m
Fossil search in the Atbara Valley;The Atbara River in eastern Sudan has created a landscape in which fossil search is particularly productive. Researchers from the Museum für Naturkunde Berlin also find early humans' tools.;Evolutionary Morphology, Research, Morphology, Mammals, Evolution, Fossils, Earth Sciences;Faysal Bibi;https://www.museumfuernaturkunde.berlin/en/research/fossil-search-atbara-valley
On foot through Pangaea;Tetrapods were the first vertebrates to claim land habitat. Researchers at the Museum für Naturkunde Berlin trace their paths.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Biodiversity, Evolution, Fossils, Earth Sciences;Prof. Dr. Jörg Fröbisch;https://www.museumfuernaturkunde.berlin/en/research/foot-through-pangaea
How Synapsids took the land;In trees, on the water or underground - many ways of life of today's mammals were developed long before them, when the first vertebrates claimed land habitat.;Evolutionary Diversity Dynamics, Research, Extinction of Species, Evolution, Fossils;Prof. Dr. Jörg Fröbisch;https://www.museumfuernaturkunde.berlin/en/research/how-synapsids-took-land
MEMIN Sub-Project: Projectile-target interaction, melting and vaporization in hypervelocity experiments and natural impactites;In the multidisciplinary MEMIN network, researchers investigate natural craters and conduct experimental laboratory studies and numerical simulations to study impacts of cosmic bodies on Earth.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Impact, Laboratories;Dr. Christopher Hamann, Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/en/research/memin-sub-project-projectile-target-interaction-melting-and-vaporization-hypervelocity
MEMIN Sub-Project: Microscale shock processes in sandstone;Impact craters of cosmic bodies on Earth are sometimes difficult to distinguish from other structures. Experiments show how they can be reliably detected.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Impact, Laboratories;Prof. Dr. Lutz Hecht, Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/en/research/memin-sub-project-microscale-shock-processes-sandstone
MEMIN Sub-Project: Numerical Modeling of Impact Cratering Processes;Craters testify to past impacts of cosmic bodies on Earth. How they form is investigated with computer simulations, dry foam and one of the largest cannons in the world.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Impact, Laboratories;Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/en/research/memin-sub-project-numerical-modeling-impact-cratering-processes
Tail wagging, the dinosaur way;Palaeontologists have studied sauropod fossils from the Tendaguru site in Tanzania for more than 100 years. As technology advances, new approaches yield new glimpses of how these animals lived;Evolutionary Morphology, Research, Collection, Digitalization, Evolution, Fossils;;https://www.museumfuernaturkunde.berlin/en/research/tail-wagging-dinosaur-way
Infrastructure for research data;A comprehensive service package makes data management easier for researchers. In a joint project, the Museum für Naturkunde Berlin is working on biodiversity data.;SP2 Collection Future, Research Infrastructure, Transfer, Database, Research Data Management, Digitalization, Cooperation;Dr. Mareike Petersen;https://www.museumfuernaturkunde.berlin/en/research/infrastructure-research-data
Legacies of animal sounds collectors;Thousands of sound recordings testify to the great passion of two animal sounds collectors. Their recordings have been made accessible at the Museum für Naturkunde Berlin.;Evolutionary Diversity Dynamics, SP2 Collection Future, Research Infrastructure, Collection, Digitalization, Laboratories;Karl-Heinz Frommolt, Dr. Karl-Heinz Frommolt;https://www.museumfuernaturkunde.berlin/en/research/legacies-animal-sounds-collectors
"Online documentation of the model project ""Art/Nature"" (2014-18)";"Over a period of four years, the international model project ""Art/Nature. Artistic Interventions at the Museum für Naturkunde Berlin"" opened an experimental space for the interactions between contemporary art, museum practice and natural history research.";SP2 Collection Future, Transfer, Open Museum, Knowledge Transfer;Anita Hermannstädter;https://www.museumfuernaturkunde.berlin/en/research/online-documentation-model-project-art/nature-2014-18
Berlin collects cosmic dust;Largely unnoticed, a constant rain of cosmic particles falls on Berlin. The Museum für Naturkunde Berlin seeks citizen support to recover the cosmic treasures.;Solar System, Impacts & Meteorites, Research, Open Museum, Citizen Science;Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/en/science/berlin-collects-cosmic-dust
Platinum treasure hunt in South Africa;Platinum group metals are in demand as raw materials. A geometallurgical model of the world's most important deposit set out to make mining more efficient.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Earth Sciences;Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/en/research/platinum-treasure-hunt-south-africa
Collection Care Laboratories;Counting scales and measuring teeth: researchers examine specimens in the laboratories of the collection of the Museum für Naturkunde Berlin.;SP2 Collection Future, Research Infrastructure, Morphology, Collections Management, Collection, Laboratories;Edda Aßel, Kristine Kämpf, Frank Tillack;https://www.museumfuernaturkunde.berlin/en/research/collection-care-laboratories
Evolutionary genetics, morphology, and developmental biology of the limbs in vertebrates;The focus of the project lies on the genetic basis of limb development in vertebrates. Of particular interest are morphological pecularities which are releated to ecological specialisation.;Evolutionary Diversity Dynamics, Evolutionary Morphology, Research, Morphology, Evolution, Genetics;;https://www.museumfuernaturkunde.berlin/en/research/evolutionary-genetics-morphology-and-developmental-biology-limbs-vertebrates
Neighbourhood test: Agriculture and conservation;Conventional agriculture uses pesticides, while organic farming limits their use to a minimum. Researchers investigate how this affects the biodiversity of neighbouring nature reserves.;Evolutionary Diversity Dynamics, Research, Mammals, Protection of Species, Biodiversity, Cooperation;Dr. Karl-Heinz Frommolt, Sophie Ewert;https://www.museumfuernaturkunde.berlin/en/research/neighbourhood-test-agriculture-and-conservation
Molecular Genetics Facilities;Where genes start talking: In the Molecular Genetics Facilities of the Museum für Naturkunde, researchers apply advanced analytical methods and technologies to investigate the genetic basis of life.;SP1 Dynamics of Nature, SP2 Collection Future, Research Infrastructure, Genomics, Amphibians, Mammals, Biodiversity, Genetics, Laboratories;Dr. Jörg Plötner, Robert Schreiber, Isabelle Waurick;https://www.museumfuernaturkunde.berlin/en/research/molecular-genetics-facilities
Paleontological preparation laboratories;Präparieren, konservieren und restaurieren: In den paläontologischen Präparationslaboren werden Fossilien für die Sammlung, Forschung und Ausstellungen des Museums für Naturkunde vorbereitet.;SP2 Collection Future, Exhibition, Research Infrastructure, Morphology, Collection, Biodiversity, Evolution, Laboratories;Markus Brinkmann, Marten Schöle, Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/en/research/paleontological-preparation-laboratories
Isotope laboratory;They are atoms of the same element, almost identical chemically, but with different weight nuclei: isotopes tell researchers a lot about the material in which they are.;SP1 Dynamics of Nature, SP2 Collection Future, Research Infrastructure, Evolution, Fossils, Earth Sciences, Laboratories, Climate Change;Prof. Dr. Ulrich Struck;https://www.museumfuernaturkunde.berlin/en/research/isotope-laboratory
Integrated Zoological Research Laboratory;Short distances and clever interior design: The zoological research laboratory offers ideal conditions for multi-method approaches in research.;Centre for Integrative Biodiversity Discovery, Evolutionary Diversity Dynamics, Evolutionary Morphology, Research Infrastructure, Genomics, Morphology, Biodiversity, Evolution, Genetics, Laboratories;;https://www.museumfuernaturkunde.berlin/en/research/integrated-zoological-research-laboratory
High-Performance Computing Cluster;Meteorite impacts, the development of planet Earth and genome investigations: The high-performance computing cluster of the Museum für Naturkunde Berlin processes large amounts of data for complex simulations and analyses.;Evolutionary Diversity Dynamics, Solar System, Impacts & Meteorites, Research Infrastructure, Extinction of Species, Biodiversity, Impact, Evolution, Laboratories;;https://www.museumfuernaturkunde.berlin/en/research/high-performance-computing-cluster
Bioacoustics Laboratory;Communication signals on magnetic tape and bat calls in the ultrasonic range: In the bioacoustics laboratory, researchers from the Museum für Naturkunde Berlin investigate animal sound worlds.;SP2 Collection Future, Research Infrastructure, Collection, Biodiversity, Digitalization, Laboratories;Dr. Karl-Heinz Frommolt;https://www.museumfuernaturkunde.berlin/en/research/bioacoustics-laboratory
Micro-CT Laboratory;The evolution of snake locomotion, sabre-toothed frogs and African antelopes: In the 3D laboratory of the Museum für Naturkunde Berlin collection objects are recorded spatially.;SP1 Dynamics of Nature, SP2 Collection Future, Research Infrastructure, Morphology, Digitalization, Fossils, Laboratories;Kristin Mahlow, Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/en/research/micro-ct-laboratory
Useful green tiny ones;Diatoms are widespread today and are an important part of the ecosphere. They began to spread 60 million years ago.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Biodiversity, Fossils, Climate Change;Johan Renaudie;https://www.museumfuernaturkunde.berlin/en/research/useful-green-tiny-ones
Freshwater mollusc biogeography of Wallacea;The biogeography of freshwater molluscs in Wallacea has been influenced significantly by abiotic factors. The colonization of islands was driven by active and passive dispersal as well as vicaricance.;Evolutionary Diversity Dynamics, Research, Morphology, Biodiversity, Evolution, Earth Sciences;Dr. Thomas von Rintelen;https://www.museumfuernaturkunde.berlin/en/research/freshwater-mollusc-biogeography-wallacea
ABCD 3.0 - Ongoing development of a data standard for biodiversity data;Biodiversity data are naturally diverse. A research group is further developing a uniform system that can technically map diversity;SP2 Collection Future, Research Infrastructure, Open Museum, Collections Management, Database, Research Data Management, Collection, Biodiversity, Digitalization, Fossils, Earth Sciences, Cooperation;Dr. Mareike Petersen;https://www.museumfuernaturkunde.berlin/en/research/abcd-3.0-ongoing-development-a-data-standard-biodiversity-data
DiSSCo: A European infrastructure;Distributed System of Scientific Collections;SP2 Collection Future, Research Infrastructure, Open Museum, Collections Management, Database, Research Data Management, Collection, Digitalization;Dr. Mareike Petersen;https://www.museumfuernaturkunde.berlin/en/research/dissco-a-european-infrastructure
Effects of meteorite impacts;If a cosmic object is threatening to impact Earth fast predictions of the consequences will be provided by the usage of a database containing numerous pre-processed models of likely impact scenarios.;SP1 Dynamics of Nature, Solar System, Impacts & Meteorites, Research, Database, Impact;Prof. Dr. Kai Wünnemann;https://www.museumfuernaturkunde.berlin/en/research/effects-meteorite-impacts
Functional cranial morphology of cetaceans;Cranial asymmetry is known in odontocetes that can hear ultrasound and has been linked to the split function of the nasal passage in breathing and vocalization.  Mysticete crania are as symmetric as those of terrestrial artiodactyls and archaeocetes, without significant differences within Mysticeti.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Evolution, Fossils;;https://www.museumfuernaturkunde.berlin/en/research/functional-cranial-morphology-cetaceans
Internal anatomy of ear bones and the evolution of low frequency hearing in baleen whales;Low-frequency hearing limits are connected to longer cochleae and relatively larger cranial widths. Very LF hearing in Mysticeti appeared in the middle Miocene, and mysticete infrasonic hearing had evolved by the late Miocene.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Mammals, Evolution, Fossils;;https://www.museumfuernaturkunde.berlin/en/research/internal-anatomy-ear-bones-and-evolution-low-frequency-hearing-baleen-whales
Geochemical and Microanalytical Laboratories;The bigger picture in the details: Researchers investigate the often tiny traces of geological and cosmic processes in rocks in the geochemical and microanalytical laboratory complex.;Solar System, Impacts & Meteorites, Research, Research Infrastructure, Impact, Fossils, Earth Sciences, Laboratories;Kirsten Born, Dr. Ansgar Greshake, Prof. Dr. Lutz Hecht, Dr. Felix Kaufmann, Hans-Rudolf Knöfler, Kathrin Krahn;https://www.museumfuernaturkunde.berlin/en/research/geochemical-and-microanalytical-laboratories
Cooperations;Research museums such as the Museum für Naturkunde do not work in isolation, but are always part of national and international networks. Networking with other research institutions and policy stakeholders promotes exchange and is the driving force behind innovative research. More about the Memberships of the Museum für Naturkunde Berlin you can find here.;Cooperation;;https://www.museumfuernaturkunde.berlin/en/research/cooperations
Tiny fossil thermometers;Small ostracods provide evidence of climate change 252 million years ago. Researchers are investigating how this is related to the mass extinction of that time.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Extinction of Species, Fossils, Earth Sciences, Climate Change;Dr. Dieter Korn;https://www.museumfuernaturkunde.berlin/en/research/tiny-fossil-thermometers
Update for the Neptune Sandbox;Drilling cores from the deep sea document in extraordinary detail around 100 million years of evolutionary and climatic history of the Earth. Researchers at the Museum für Naturkunde Berlin make the data better available for use.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Research Infrastructure, Database, Fossils, Earth Sciences;Dr. David Lazarus;https://www.museumfuernaturkunde.berlin/en/research/update-neptune-sandbox
Evolution of diversity in large herbivores;Diversity patterns are the result of complex deep-time interactions between bio-abiotic factors. Researchers from the MfN investigate are investigate which factors affected to large herbivorous herbivores during the Cenozoic.;Evolutionary Morphology, Research, Database, Mammals, Extinction of Species, Biodiversity, Evolution;Prof. Dr. Johannes Müller;https://www.museumfuernaturkunde.berlin/en/research/evolution-diversity-large-herbivores
Mustelids on the move;Martens as swimmers, diggers, and climbers: research into  how the muscles and bones of mustelids evolved for different types of locomotion.;SP1 Dynamics of Nature, Evolutionary Morphology, Research, Morphology, Mammals, Evolution, Genetics, Laboratories;;https://www.museumfuernaturkunde.berlin/en/research/mustelids-move
Predicting the future with plankton;Researchers are investigating the relationship between polar oceans in Paleogene, the development of plankton and future climate change.;SP1 Dynamics of Nature, Evolutionary Diversity Dynamics, Research, Biodiversity, Evolution, Fossils, Earth Sciences, Climate Change;Dr. Gayane Asatryan;https://www.museumfuernaturkunde.berlin/en/research/predicting-future-plankton
Caddis fly hunting in the Andes;The Páramo in the high altitudes of the South American Andes is a unique ecosystem. A Colombian-German team is doing research  on the poorly known insect fauna.;Centre for Integrative Biodiversity Discovery, Research, Protection of Species, Collection, Biodiversity;Dr. Wolfram Mey;https://www.museumfuernaturkunde.berlin/en/research/caddis-fly-hunting-andes
African antelopes in the ice age;Climatic changes during the ice age influenced the distribution of antelope species throughout Africa. In the case of the South African bluebuck, a fatal factor came into play at a later stage.;Evolutionary Morphology, Research, Mammals, Collection, Evolution, Genetics;Faysal Bibi;https://www.museumfuernaturkunde.berlin/en/research/african-antelopes-ice-age
Hands-on mineralogy;Geosciences are sometimes neglected at school. Mineralogical cases with colourful educational material bring the subjects back on the desks.;SP3 Society and Nature, Social Innovation Unit, Transfer, Knowledge Transfer, Society, Earth Sciences;Prof. Dr. Lutz Hecht;https://www.museumfuernaturkunde.berlin/en/research/hands-mineralogy
Natural history for beginners;Together with educational institutions from the neighboring district of Wedding, the Museum für Naturkunde Berlin accompanies children and their families on their first museum experiences and nature experiences.;SP3 Society and Nature, Social Innovation Unit, Transfer, Open Museum, Knowledge Transfer, Science Communication, Protection of Species, Biodiversity, Society;Astrid Faber;https://www.museumfuernaturkunde.berlin/en/research/natural-history-beginners
Art/Nature. Artistic Interventions at the Museum für Naturkunde Berlin;Art and natural history have always been interwoven. A joint model project of the Federal Cultural Foundation and the Museum für Naturkunde Berlin creates contemporary points of contact.;SP2 Collection Future, Research, Transfer, Open Museum, Knowledge Transfer, Society, Cultural Heritage;Anita Hermannstädter;https://www.museumfuernaturkunde.berlin/en/research/art/nature.-artistic-interventions-museum-fur-naturkunde-berlin
Supermarket - ErbundGut a Research Project;"+++ The installation was available until 15th of May 2019 +++
ErbundGut - The supermarket in the Museum für Naturkunde";SP3 Society and Nature, Social Innovation Unit, Transfer, Open Museum, Politics, Knowledge Transfer, Science Communication, Society;Julia Diekämper, Dr. Alexandra Moormann;https://www.museumfuernaturkunde.berlin/en/research/supermarket-erbundgut-a-research-project
Knowledge “to go”;Researchers are asked to make their knowledge accessible to society. The Museum für Naturkunde Berlin can look back on a long tradition in this regard, but now addresses knowledge transfer once again.;SP3 Society and Nature, Social Innovation Unit, Research, Transfer, Open Museum, Knowledge Transfer, Science Communication;;https://www.museumfuernaturkunde.berlin/en/research/knowledge-go
